NFLID,Short_Name,Full_Name,Date_of_Birth,Height,Weight,College,Years_Pro,Jersey_Number
00-0012485,O.Pace,Orlando Pace,11/4/1975,79,325,Ohio State,13,
00-0026250,S.Murphy,Shawn Murphy,12/17/1982,76,295,Utah State,3,
00-0022100,D.Nickey,Donnie Nickey,4/25/1980,75,226,Ohio State,8,
00-0022101,B.St. Pierre,Brian St. Pierre,11/28/1979,75,224,Boston College,8,
00-0026252,A.Collins,Anthony Collins,11/2/1985,77,315,Kansas,7,73
00-0021201,M.Fowler,Melvin Fowler,3/31/1979,75,310,Maryland,8,
00-0030699,D.Olatoye,Deji Olatoye,7/20/1991,73,205,North Carolina A&T,2,29
00-0030697,,Jamie Meder,4/12/1991,75,308,Ashland,2,98
00-0030696,,Richie Leone,3/10/1992,75,214,Houston,0,0
00-0030695,T.Jacobs,Tramain Jacobs,5/20/1992,71,191,Texas A&M,3,25
00-0030694,J.Hurst,James Hurst,12/17/1991,77,312,North Carolina,3,74
00-0030693,,Parker Graham,2/14/1991,79,305,Oklahoma State,0,79
00-0030692,J.Davis,Jace Davis,8/22/1991,73,206,Northern Colorado,1,2
00-0030691,J.Butler,Jeremy Butler,4/22/1991,74,213,Tennessee-Martin,3,17
00-0030690,,Levi Brown,5/12/1991,74,310,Temple,0,61
00-0026625,B.Hoyer,Brian Hoyer,10/13/1985,74,215,Michigan State,8,2
00-0026257,Q.Demps,Quintin Demps,6/29/1985,71,208,Texas-El Paso,9,27
00-0026626,J.Love,Jamar Love,11/8/1986,72,190,Arkansas,1,
00-0026621,D.Philistin,Dave Philistin,9/24/1986,73,235,Maryland,1,
00-0026620,D.Moore,Devin Moore,11/6/1985,69,190,Wyoming,2,
00-0033007,,Terran Vaughn,3/30/1994,75,306,Stephen F. Austin St.,0,68
00-0033006,,Jaydon Mickens,4/21/1994,70,174,Washington,0,19
00-0033005,,Denver Kirkland,3/6/1994,76,335,Arkansas,0,79
00-0033004,,Chris Swain,11/17/1992,72,249,Navy,0,30
00-0033003,,Jamaal Jones,1/31/1993,73,189,Montana,0,1
00-0033001,,Trae Elston,2/16/1994,71,176,Mississippi,0,26
00-0033000,,Jared Dangerfield,8/9/1992,75,215,Western Kentucky,0,85
00-0026622,A.Ramsey,Andre Ramsey,7/24/1987,77,310,Ball State,4,
00-0033009,,Tyler Boyd,11/15/1994,74,197,Pittsburgh,0,83
00-0029422,K.Tandy,Keith Tandy,2/12/1989,70,205,West Virginia,5,37
00-0019548,B.Jennings,Brian Jennings,10/14/1976,77,242,Arizona State,14,
00-0029423,C.Mitchell,Charles Mitchell,9/13/1989,71,205,Mississippi State,2,41
00-0030978,A.Franklin,Austin Franklin,12/6/1992,71,189,New Mexico State,0,15
00-0019546,J.Abraham,John Abraham,5/6/1978,76,263,South Carolina,15,55
00-0029352,P.Vassallo,Paul Vassallo,12/16/1989,75,247,Arizona,1,
00-0019545,S.Ellis,Shaun Ellis,6/24/1977,77,290,Tennessee,12,
00-0021907,L.Moore,Langston Moore,7/17/1981,73,305,South Carolina,7,
00-0029426,,Brandon Washington,8/13/1988,74,318,Miami (Fla.),3,70
00-0029427,T.Ganaway,Terrance Ganaway,10/7/1988,73,240,Baylor,2,
00-0029425,N.Mondek,Nick Mondek,11/3/1988,77,308,Purdue,1,
00-0030134,M.Ford,Michael Ford,5/27/1990,70,216,LSU,2,0
00-0009311,J.Kitna,Jon Kitna,9/21/1972,74,220,Central Washington,16,3
00-0024846,G.Russell,Gary Russell,9/6/1986,71,215,Minnesota,3,
00-0029835,D.Croom,Dominique Croom,4/26/1991,74,190,Central Arkansas,1,0
00-0029834,J.Cook,Jamaine Cook,//,69,215,Youngstown State,1,0
00-0029837,M.Edwards,Mike Edwards,12/14/1989,71,200,Texas-El Paso,,
00-0027478,D.McCleskey,Donye McCleskey,9/18/1988,72,225,Indiana State,1,
00-0029831,,Aaron Adams,5/16/1989,77,303,Eastern Kentucky,2,0
00-0029830,K.Pough,Keith Pough,2/5/1990,75,225,Howard,1,0
00-0029833,,Braxston Cave,7/29/1989,75,305,Notre Dame,1,60
00-0029832,P.Ashford,Perez Ashford,3/2/1991,71,182,Northern Illinois,,
00-0032431,,Jake Rudock,1/21/1993,75,207,Michigan,0,14
00-0032430,,David Morgan,5/19/1993,76,265,Texas-San Antonio,0,89
00-0027471,M.Newton,Mike Newton,11/11/1987,70,207,Buffalo,3,
00-0027470,B.James,Brandon James,12/21/1987,67,176,Florida,1,
00-0027477,B.White,Blair White,2/20/1987,74,205,Michigan State,2,
00-0027475,V.Tuihalamaka,Vuna Tuihalamaka,2/28/1987,72,230,Arizona,2,
00-0027474,T.Turner,Thad Turner,4/30/1987,71,188,Ohio U.,1,
00-0026308,D.Brooks,Durant Brooks,4/15/1985,72,204,Georgia Tech,3,
00-0004091,P.Dawson,Phil Dawson,1/23/1975,71,200,Texas,18,4
00-0025905,D.Clark,Devin Clark,5/22/1986,76,325,New Mexico,2,
00-0026303,O.Schmitt,Owen Schmitt,2/13/1985,74,250,West Virginia,5,
00-0025907,M.Richardson,Matterral Richardson,6/30/1985,72,205,Arkansas,2,
00-0025906,C.Gatewood,Curtis Gatewood,5/18/1985,75,250,Vanderbilt,4,
00-0025901,J.Hefney,Jonathan Hefney,2/27/1985,69,185,Tennessee,1,
00-0025900,C.Clark,Chris Clark,10/1/1985,77,305,Southern Mississippi,8,74
00-0026304,C.Nicks,Carl Nicks,5/14/1985,77,349,Nebraska,7,77
00-0025902,E.Mack,Elbert Mack,7/14/1986,70,175,Troy,7,43
00-0019133,H.Fraley,Hank Fraley,9/21/1977,75,310,Robert Morris,12,
00-0031220,,Taylor McCuller,10/31/1989,74,240,West Texas A&M,0,48
00-0023764,A.Hall,Andre Hall,8/20/1982,70,212,South Florida,4,
00-0019135,D.Kreider,Dan Kreider,3/11/1977,71,250,New Hampshire,10,
00-0032754,,Elijah Shumate,1/12/1994,72,224,Notre Dame,0,41
00-0032755,,Dez Stewart,4/18/1993,74,200,Ohio Dominican,0,12
00-0032756,,Channing Ward,9/17/1992,76,279,Mississippi,0,71
00-0032757,,Winston Rose,11/29/1993,72,180,New Mexico State,0,35
00-0032750,,Davonte Lambert,6/23/1994,74,282,Auburn,0,75
00-0032751,,Cassanova McKinzy,11/17/1992,75,253,Auburn,0,49
00-0027659,J.Clausen,Jimmy Clausen,9/21/1987,74,210,Notre Dame,6,2
00-0027658,Z.Beadles,Zane Beadles,11/19/1986,76,305,Utah,7,68
00-0027657,L.Houston,Lamarr Houston,6/24/1987,75,274,Texas,7,99
00-0027656,R.Gronkowski,Rob Gronkowski,5/14/1989,78,265,Arizona,7,87
00-0027655,T.Troup,Torell Troup,6/23/1988,75,320,Central Florida,4,64
00-0027654,A.Benn,Arrelious Benn,9/8/1988,74,220,Illinois,5,12
00-0027653,T.Ward,T.J. Ward,12/12/1986,70,200,Oregon,7,43
00-0027652,N.Allen,Nate Allen,11/30/1987,72,210,South Florida,7,20
00-0027651,D.McCluster,Dexter McCluster,8/25/1988,68,170,Mississippi,7,22
00-0027650,B.Price,Brian Price,4/10/1989,73,303,UCLA,3,
00-0032210,,Frank Clark,6/14/1993,75,260,Michigan,2,55
00-0015754,B.Stokley,Brandon Stokley,6/23/1976,72,194,Louisiana-Lafayette,16,80
00-0005322,L.Fletcher,London Fletcher,5/19/1975,70,242,John Carroll,16,59
00-0027977,A.Ayers,Akeem Ayers,7/10/1989,75,255,UCLA,5,56
00-0032936,,Drew Iddings,3/16/1993,77,290,South Dakota,0,69
00-0032937,,Max McCaffrey,5/17/1994,74,196,Duke,0,83
00-0024238,D.Joseph,Davin Joseph,11/22/1983,75,313,Oklahoma,9,69
00-0024239,J.Joseph,Johnathan Joseph,4/16/1984,71,188,South Carolina,11,24
00-0024234,A.Cromartie,Antonio Cromartie,4/15/1984,74,210,Florida State,10,31
00-0024235,T.Hali,Tamba Hali,11/3/1983,75,275,Penn State,11,91
00-0024236,L.Maroney,Laurence Maroney,2/5/1985,71,220,Minnesota,5,
00-0024237,M.Lawson,Manny Lawson,7/3/1984,77,240,North Carolina State,11,91
00-0024230,T.Hill,Tye Hill,6/3/1982,70,185,Clemson,5,
00-0024231,J.Allen,Jason Allen,7/5/1983,73,200,Tennessee,7,
00-0024232,C.Greenway,Chad Greenway,1/12/1983,75,237,Iowa,11,52
00-0024233,B.Carpenter,Bobby Carpenter,8/1/1983,74,249,Ohio State,7,
00-0032932,,Ryan O'Malley,7/24/1993,78,258,Pennsylvania,0,85
00-0022684,D.Jones,Donnie Jones,7/5/1980,74,221,LSU,13,8
00-0032933,,Antonio Hamilton,1/24/1993,72,188,South Carolina State,0,32
00-0023880,M.LeVoir,Mark LeVoir,7/29/1982,79,310,Notre Dame,6,
00-0021956,A.Samuel,Asante Samuel,1/6/1981,70,185,Central Florida,11,22
00-0024359,J.Harrison,Jerome Harrison,2/26/1983,69,205,Washington State,7,
00-0024358,M.Hagans,Marques Hagans,12/29/1982,70,205,Virginia,4,
00-0021952,T.Johnson,Todd Johnson,12/18/1978,73,200,Florida,7,
00-0030109,M.Catapano,Mike Catapano,8/17/1990,76,270,Princeton,4,53
00-0021951,B.Scott,Bryan Scott,4/13/1981,73,220,Penn State,11,
00-0030107,T.Riddick,Theo Riddick,5/4/1991,69,201,Notre Dame,4,25
00-0024352,P.Watkins,Pat Watkins,12/18/1982,77,220,Florida State,5,
00-0030105,,Alan Bonner,11/5/1990,70,191,Jacksonville State,3,16
00-0024350,R.O'Callaghan,Ryan O'Callaghan,7/19/1983,79,330,California,6,
00-0021488,M.McBriar,Mat McBriar,7/8/1979,72,227,Hawaii,11,1
00-0024356,B.Johnson,Brandon Johnson,4/5/1983,77,245,Louisville,7,
00-0024355,J.Scott,Jonathan Scott,1/10/1983,78,318,Texas,9,0
00-0030100,N.Moody,Nick Moody,1/29/1990,73,245,Florida State,3,53
00-0022975,A.Economos,Andrew Economos,6/24/1982,73,250,Georgia Tech,8,48
00-0031304,W.Clarke,Will Clarke,5/4/1991,78,291,West Virginia,3,93
00-0022979,D.Connolly,Dan Connolly,9/2/1982,76,305,Southeast Missouri State,9,63
00-0031305,,Brandon Thomas,2/8/1991,75,317,Clemson,2,60
00-0031912,,Cameron Meredith,9/21/1992,75,207,Illinois State,2,81
00-0010944,M.McKenzie,Mike McKenzie,4/26/1976,72,194,Memphis,11,
00-0006799,C.Hanson,Chris Hanson,10/25/1976,74,202,Marshall,11,
00-0031544,,Amari Cooper,6/17/1994,73,210,Alabama,2,89
00-0031545,,Kevin White,6/25/1992,75,215,West Virginia,2,13
00-0031914,,Olsen Pierre,8/27/1991,77,293,Miami (Fla.),1,72
00-0031546,,Trae Waynes,7/25/1992,72,190,Michigan State,2,26
00-0019733,N.Harper,Nick Harper,9/10/1974,70,182,Fort Valley State,9,
00-0031547,,DeVante Parker,1/20/1993,75,212,Louisville,2,11
00-0031542,,Terrance Plummer,6/20/1993,73,243,Central Florida,1,50
00-0028469,C.Graham,Cameron Graham,2/6/1989,75,244,Louisville,1,
00-0028468,C.Cunningham,Chad Cunningham,1/12/1988,74,210,Tennessee,1,
00-0028465,M.Simmons,Monte Simmons,1/29/1989,75,248,Kent State,1,
00-0028464,V.Stumon,Van Stumon,11/15/1987,73,266,Arkansas,1,
00-0028466,A.Lewis,Andrew Lewis,2/18/1987,74,303,Syracuse,1,
00-0028460,P.Fleps,Pete Fleps,10/31/1986,73,236,Southern Methodist,1,
00-0028463,D.Ambrose,Damario Ambrose,9/9/1989,77,270,Arkansas,2,
00-0029332,J.Brown,James Brown,11/30/1988,76,306,Troy,3,78
00-0029333,R.Cameron,Ronnie Cameron,8/15/1989,74,295,Old Dominion,1,
00-0029330,M.Szymanski,Matt Szymanski,8/13/1988,73,196,Southern Methodist,1,0
00-0029331,A.Alexander,Alvester Alexander,10/17/1990,71,213,Wyoming,1,33
00-0029336,B.Golden,Brittan Golden,7/20/1988,71,186,West Texas A&M,3,10
00-0029489,E.Elder,Eddie Elder,2/14/1989,70,185,Arizona State,1,
00-0029335,T.Crump,Terriun Crump,7/23/1989,74,223,Western Illinois,1,
00-0029688,D.Poe,Dontari Poe,8/18/1990,75,346,Memphis,5,92
00-0029338,J.Jones,Jeremy Jones,7/18/1989,70,197,Wayne State (Mich.),1,
00-0029339,C.Summers,Chris Summers,7/10/1989,77,215,Liberty,1,87
00-0029480,N.Hixson,Nick Hixson,1/15/1989,73,185,Hillsdale,1,
00-0024824,M.Gutierrez,Matt Gutierrez,6/9/1984,76,230,Idaho State,5,
00-0029482,A.Thomas,Adonis Thomas,2/25/1989,69,185,Toledo,1,
00-0025480,G.Wolfe,Garrett Wolfe,8/17/1984,67,185,Northern Illinois,4,
00-0025482,D.Hughes,Dante Hughes,8/21/1985,70,186,California,6,
00-0025483,A.Waters,Anthony Waters,7/25/1984,75,238,Clemson,4,
00-0025484,R.McDonald,Ray McDonald,9/2/1984,75,290,Florida,9,0
00-0025485,Q.Pitcock,Quinn Pitcock,9/14/1983,74,299,Ohio State,4,
00-0025486,J.Higgins,Johnnie Lee Higgins,9/8/1983,71,185,Texas-El Paso,5,
00-0025487,M.Bush,Michael Bush,6/16/1984,73,245,Louisville,8,29
00-0025488,A.Podlesh,Adam Podlesh,8/11/1983,71,200,Maryland,8,4
00-0025489,B.Robison,Brian Robison,4/27/1983,75,259,Texas,10,96
00-0028683,J.Wolfert,Jeff Wolfert,10/22/1985,74,185,Missouri,2,
00-0028682,J.McGee,Jeremy McGee,7/23/1988,70,185,Mississippi,1,
00-0028685,J.Fletcher,Jabari Fletcher,6/23/1989,75,258,Appalachian State,1,
00-0028686,L.Castile,L.J. Castile,9/7/1988,75,223,Delta State,1,
00-0029154,N.Martinez,Nick Martinez,2/16/1989,76,308,Oklahoma State,1,
00-0029155,M.Brown,Mike Brown,2/9/1989,70,200,Liberty,3,12
00-0029150,F.Koloto,Fred Koloto,5/9/1989,75,297,San Jose State,1,
00-0029151,M.Simms,Matt Simms,9/27/1988,75,210,Tennessee,4,4
00-0029158,D.Richard,Donovan Richard,8/16/1989,73,215,South Carolina State,1,
00-0029159,J.Kearse,Jermaine Kearse,2/6/1990,73,209,Washington,5,15
00-0016624,J.Trotter,Jeremiah Trotter,1/20/1977,73,262,Stephen F. Austin St.,11,
00-0026689,O.Martin,Orion Martin,9/2/1985,74,260,Virginia Tech,1,
00-0026686,A.Kimble,Anthony Kimble,4/9/1986,72,215,Stanford,1,
00-0026685,L.Ellis,Louis Ellis,10/7/1985,74,320,Shaw,2,
00-0026683,R.Baker,Ryan Baker,11/25/1984,77,302,Purdue,5,
00-0026680,M.Desormeaux,Michael Desormeaux,9/29/1985,72,215,Louisiana-Lafayette,0,
00-0033060,,Leonte Carroo,1/24/1994,73,217,Rutgers,0,88
00-0030488,L.Edwards,Lavar Edwards,4/29/1990,76,275,LSU,3,93
00-0030489,K.Wooten,Khalid Wooten,2/19/1990,71,212,Nevada,1,36
00-0026467,B.Renkart,Brandon Renkart,12/29/1984,74,245,Rutgers,3,
00-0021306,A.Peterson,Adrian Peterson,7/1/1979,70,212,Georgia Southern,9,
00-0026465,A.Armstrong,Anthony Armstrong,3/29/1983,70,185,West Texas A&M,4,86
00-0021304,J.Gilmore,John Gilmore,9/21/1979,77,257,Penn State,10,
00-0030482,C.Prince,Colby Prince,3/9/1989,77,257,Oregon State,,
00-0030486,B.Schwenke,Brian Schwenke,3/22/1991,75,318,California,4,62
00-0030487,,Tharold Simon,3/6/1991,75,202,LSU,4,27
00-0030484,J.Taylor,Jamar Taylor,9/29/1990,71,192,Boise State,4,27
00-0030485,E.Lacy,Eddie Lacy,6/2/1990,71,234,Alabama,4,27
00-0027224,J.Weeks,Jon Weeks,2/17/1986,70,246,Baylor,7,46
00-0027220,N.Roosevelt,Naaman Roosevelt,12/24/1987,72,200,Buffalo,3,13
00-0027229,J.Thornton,Justin Thornton,7/12/1983,73,213,Kansas,1,
00-0022763,D.Wynn,Dexter Wynn,2/25/1981,69,175,Colorado State,6,
00-0022764,C.Anderson,Charlie Anderson,12/8/1981,76,250,Mississippi,7,
00-0022766,P.Crayton,Patrick Crayton,4/7/1979,72,205,Northwestern Oklahoma State,9,
00-0022767,J.Reeves,Jacques Reeves,10/8/1982,71,188,Purdue,8,
00-0031894,,Keenan Lambert,2/28/1992,72,210,Norfolk State,1,32
00-0031895,,Ronald Martin,2/26/1993,74,220,LSU,2,42
00-0031893,,Jesse Davis,9/15/1991,78,309,Idaho,1,69
00-0010711,T.McClure,Todd McClure,2/16/1977,73,296,LSU,14,
00-0031193,D.McCullers,Dan McCullers-Sanders,8/11/1992,79,352,Tennessee,3,93
00-0031192,,Jemea Thomas,4/7/1990,70,195,Georgia Tech,1,35
00-0031191,,Luke Bowanko,6/13/1991,78,310,Virginia,2,70
00-0031190,,Tyler Gaffney,4/20/1991,72,220,Stanford,3,36
00-0031197,D.Foucault,David Foucault,1/7/1989,80,315,Montreal,2,63
00-0031196,,Tyler Starr,1/25/1991,77,250,South Dakota,3,52
00-0031195,Y.Smallwood,Yawin Smallwood,12/25/1991,76,236,Connecticut,1,47
00-0031194,,Rob Blanchflower,6/8/1990,76,256,Massachusetts,1,87
00-0031199,R.Madison,Ross Madison,3/5/1991,71,200,Toledo,1,34
00-0010577,K.Mawae,Kevin Mawae,1/23/1971,76,289,LSU,16,
00-0031447,,Jibreel Black,10/8/1991,74,278,Michigan,0,74
00-0031446,D.Smith,Damond Smith,7/8/1991,71,184,South Alabama,0,0
00-0031441,,Anthony Morales,8/27/1990,70,230,Weber State,0,46
00-0031440,M.Presley,Morrell Presley,4/26/1991,76,225,California (PA),0,87
00-0031443,,Kevin Danser,5/1/1990,77,290,Stanford,0,78
00-0031442,,Taylor Lewan,7/22/1991,79,309,Michigan,3,77
00-0031448,,Marrio Norman,8/10/1986,71,180,Coastal Carolina,1,18
00-0032255,,A.J. Cann,10/3/1991,75,315,South Carolina,0,60
00-0032257,,Duke Johnson,9/23/1993,69,210,Miami (Fla.),2,29
00-0032256,,Clive Walford,10/1/1991,76,250,Miami (Fla.),2,88
00-0032251,,Damarious Randall,8/29/1992,71,196,Arizona State,2,23
00-0032250,K.Williams,Kasen Williams,12/5/1992,73,219,Washington,2,18
00-0032259,,Ereck Flowers,4/25/1994,78,329,Miami (Fla.),2,74
00-0032258,,Collin Rahrig,10/31/1991,74,285,Indiana,1,64
00-0031500,,Efe Obada,4/13/1992,78,265,No College,1,63
00-0031502,,Jordan Berry,3/18/1991,77,195,Eastern Kentucky,2,4
00-0031503,,Jameis Winston,1/6/1994,76,231,Florida State,2,3
00-0031504,,Dres Anderson,7/20/1992,74,190,Utah,2,17
00-0031505,,Issac Blakeney,11/18/1992,78,225,Duke,1,16
00-0031506,,DiAndre Campbell,12/19/1991,74,206,Washington,1,19
00-0031509,,Marcus Rush,6/19/1991,75,251,Michigan State,1,44
00-0021542,J.Cesaire,Jacques Cesaire,8/30/1980,74,295,Southern Connecticut State,10,
00-0021544,S.Cooper,Stephen Cooper,6/19/1979,73,235,Maine,9,
00-0021547,A.Gates,Antonio Gates,6/18/1980,76,255,Kent State,14,85
00-0021546,K.Dielman,Kris Dielman,2/3/1981,76,320,Indiana,9,
00-0028854,J.Harris,Jerrell Harris,7/8/1989,75,242,Alabama,1,0
00-0028855,M.Gruder,Max Gruder,3/15/1989,74,230,Pittsburgh,1,
00-0028856,A.Nissley,Adam Nissley,5/6/1988,78,267,Central Florida,2,86
00-0028850,D.Zimmerman,Dawson Zimmerman,11/15/1989,74,205,Clemson,1,
00-0028852,Ja.Rodgers,James Rodgers,12/20/1988,67,188,Oregon State,1,
00-0028853,M.Jackson,Marcus Jackson,5/20/1989,73,195,Lamar,1,
00-0028858,M.Markett,Marty Markett,11/7/1989,70,162,South Carolina,1,
00-0028859,R.Council,Rico Council,12/6/1988,73,255,Tennessee State,1,
00-0030718,Q.Pratt,Quron Pratt,4/25/1991,71,195,Rutgers,1,10
00-0030719,,Carey Spear,1/5/1992,70,190,Vanderbilt,1,4
00-0030713,,Kevin Graf,6/17/1991,78,309,USC,1,66
00-0030710,,Trey Burton,10/29/1991,75,235,Florida,3,47
00-0030711,D.Fluellen,David Fluellen,1/29/1992,71,224,Toledo,1,32
00-0030716,,Daytawion Lowe,3/23/1991,71,196,Oklahoma State,0,35
00-0030717,F.Mays,Frances Mays,12/1/1990,81,291,Florida A&M,0,0
00-0030714,D.Hawkins,Donald Hawkins,4/22/1992,76,310,Texas,2,78
00-0030715,W.Keliikipi,Wade Keliikipi,7/21/1991,74,303,Oregon,1,74
00-0028148,A.Jackson,Andrew Jackson,10/18/1988,77,299,Fresno State,2,
00-0028149,B.Miller,Bruce Miller,8/6/1987,74,248,Central Florida,6,49
00-0022169,A.Garay,Antonio Garay,11/30/1979,76,320,Boston College,8,
00-0022166,C.Thompson,Chaun Thompson,5/22/1980,74,250,West Texas A&M;,7,
00-0028143,L.Levingston,Lazarius Levingston,11/16/1987,76,292,LSU,3,
00-0022164,K.Boller,Kyle Boller,6/17/1981,75,220,California,9,
00-0022165,D.Clark,Dallas Clark,6/12/1979,75,252,Iowa,11,87
00-0028146,G.McElroy,Greg McElroy,5/10/1988,74,225,Alabama,3,
00-0028144,J.Rogers,Justin Rogers,1/16/1988,71,181,Richmond,4,35
00-0022161,T.Suggs,Terrell Suggs,10/11/1982,75,265,Arizona State,14,55
00-0021159,J.Stevens,Jerramy Stevens,11/13/1979,79,260,Washington,9,
00-0021156,C.Grant,Charles Grant,9/3/1978,75,285,Georgia,9,
00-0021157,L.Sheppard,Lito Sheppard,4/8/1981,70,194,Florida,10,
00-0021154,D.Graham,Daniel Graham,11/16/1978,75,257,Colorado,11,
00-0021152,A.Lelie,Ashley Lelie,2/16/1980,75,195,Hawaii,8,
00-0021153,J.Walker,Javon Walker,10/14/1978,75,215,Florida State,9,
00-0021151,P.Buchanon,Phillip Buchanon,9/19/1980,71,190,Miami (Fla.),10,
00-0030671,I.Burse,Isaiah Burse,12/8/1991,70,187,Fresno State,2,89
00-0030670,B.Fowler,Bennie Fowler,6/10/1991,73,212,Michigan State,2,16
00-0030673,,Bryn Renner,1/22/1990,75,225,North Carolina,1,2
00-0030672,B.Clay,Brennan Clay,12/20/1991,71,201,Oklahoma,0,34
00-0030675,,Lou Young,10/9/1991,73,205,Georgia Tech,1,22
00-0030677,,Kenny Anunike,5/22/1990,77,275,Duke,3,91
00-0030676,J.Sullen,Jordan Sullen,6/25/1990,72,200,Tulane,1,0
00-0030678,,Greg Latta,12/27/1991,77,260,Purdue,0,62
00-0030908,K.Ladler,Kenny Ladler,6/23/1992,72,207,Vanderbilt,2,31
00-0022126,L.Smith,L.J. Smith,5/13/1980,75,245,Rutgers,7,
00-0032963,,Cayleb Jones,3/21/1993,74,209,Arizona,0,88
00-0032962,,Darrell Greene,10/29/1992,75,321,San Diego State,0,78
00-0019560,D.Grant,Deon Grant,3/14/1979,74,215,Tennessee,12,
00-0026093,A.Toribio,Anthony Toribio,3/1/1985,73,315,Carson-Newman,3,
00-0026090,L.Divens,Lamar Divens,11/12/1985,75,340,Tennessee State,4,
00-0030990,J.Huff,Josh Huff,10/14/1991,71,206,Oregon,3,13
00-0030949,C.Young,Chad Young,7/29/1991,70,240,San Diego State,0,47
00-0026095,K.Brown,Kevin Brown,7/8/1985,74,303,UCLA,2,
00-0030948,,Zach Thompson,1/18/1991,77,265,Wake Forest,1,92
00-0029819,,John Sullen,12/31/1990,78,340,Auburn,0,72
00-0029818,T.Stoudermire,Troy Stoudermire,7/1/1990,70,195,Minnesota,0,1
00-0029817,R.Roundtree,Roy Roundtree,3/7/1989,73,180,Michigan,,
00-0029815,J.DiManche,Jayson DiManche,9/22/1990,73,244,Southern Illinois,3,51
00-0029812,,Larry Black,12/1/1989,74,315,Indiana,2,63
00-0032413,,Ronald Blair,1/21/1993,76,270,Appalachian State,0,98
00-0032412,,Dean Lowry,6/9/1994,78,296,Northwestern,0,94
00-0032411,,Kenneth Dixon,1/21/1994,70,212,Louisiana Tech,0,30
00-0032410,,Rashard Robinson,7/23/1995,73,177,LSU,0,33
00-0027419,C.Gronkowski,Chris Gronkowski,12/26/1986,74,245,Arizona,4,
00-0032416,,Quinton Jefferson,3/31/1993,76,291,Maryland,0,99
00-0032415,,Matt Judon,8/15/1992,75,275,Grand Valley State,0,91
00-0032414,,John Theus,1/19/1994,78,303,Georgia,0,78
00-0027415,W.Barker,Will Barker,7/3/1987,79,310,Virginia,3,
00-0027414,J.Aumavae,Junior Aumavae,4/29/1986,74,310,Minnesota State-Mankato,1,
00-0027417,P.Costa,Phil Costa,7/11/1987,75,302,Maryland,4,67
00-0027416,B.Church,Barry Church,2/11/1988,74,218,Toledo,7,42
00-0027411,A.Parsons,Alex Parsons,9/14/1987,76,301,USC,2,66
00-0027410,C.Moline,Chane Moline,7/23/1987,72,250,UCLA,1,
00-0027413,D.Alvarado,Delbert Alvarado,1/3/1989,72,205,South Florida,1,
00-0027412,M.Tonga,Manase Tonga,2/28/1984,71,260,Brigham Young,3,
00-0030943,,Jake Snyder,4/7/1991,76,275,Virginia,0,69
00-0025675,D.Holloway,David Holloway,12/4/1983,74,234,Maryland,3,
00-0025672,T.Castille,Tim Castille,5/29/1984,71,238,Alabama,4,
00-0025927,J.Banks,Jason Banks,5/8/1985,77,296,Grambling State,2,
00-0025925,F.Velasco,Fernando Velasco,2/22/1985,76,310,Georgia,6,61
00-0025922,R.Little,Rafael Little,9/23/1986,69,195,Kentucky,2,
00-0025920,J.Freeman,Jerrell Freeman,5/1/1986,72,236,Mary Hardin-Baylor,5,50
00-0026324,M.Gibson,Mike Gibson,11/18/1985,76,305,California,6,69
00-0026325,C.Harrington,Chris Harrington,1/19/1985,77,260,Texas A&M;,3,
00-0026326,C.Brennan,Colt Brennan,8/16/1983,75,215,Hawaii,2,
00-0026327,J.Sullivan,John Sullivan,8/8/1985,76,310,Notre Dame,9,65
00-0026320,K.Moore,Kareem Moore,8/13/1984,71,217,Nicholls State,4,
00-0026321,N.Hayden,Nick Hayden,2/4/1986,75,295,Wisconsin,7,96
00-0025928,M.Brown,Marcus Brown,4/2/1986,74,200,McNeese State,2,
00-0023781,A.Burton,Antwon Burton,7/11/1983,74,325,Temple,4,
00-0023782,J.Carter,Jason Carter,9/15/1982,72,205,Texas A&M;,4,
00-0023784,G.Estandia,Greg Estandia,11/18/1982,80,266,Nevada-Las Vegas,5,
00-0032738,,Cleveland Wallace,1/24/1994,71,188,San Jose State,0,0
00-0032739,,Wendall Williams,9/18/1990,70,185,Cumberland College,0,82
00-0032736,,Arturo Uzdavinis,11/2/1992,79,305,Tulane,0,67
00-0023788,B.Ortega,Buck Ortega,11/22/1981,76,250,Miami (Fla.),3,
00-0032734,,Brennan Scarlett,7/31/1993,76,264,Stanford,0,57
00-0032735,,Duke Thomas,5/21/1994,71,178,Texas,0,40
00-0032733,,Shakeel Rashad,3/17/1994,74,235,North Carolina,0,42
00-0032730,,Eric Lee,8/6/1994,75,260,South Florida,0,61
00-0032731,,Richard Leonard,9/2/1991,69,170,Florida International,0,0
00-0031290,M.Flowers,Marquis Flowers,2/16/1992,75,250,Arizona,3,53
00-0031291,J.Wright,James Wright,12/31/1991,73,201,LSU,3,86
00-0031292,,Lavelle Westbrooks,1/12/1992,72,185,Georgia Southern,0,22
00-0031293,,Jordan Harris,12/8/1991,74,215,Bryant University,0,10
00-0031294,,Craig Watts,6/20/1991,75,335,West Texas A&M,1,62
00-0031295,L.Tuipulotu,L.T. Tuipulotu,8/3/1990,73,305,Utah,0,68
00-0031296,C.Mosley,C.J. Mosley,6/19/1992,74,241,Alabama,3,57
00-0031297,D.Ford,Dee Ford,3/19/1991,74,252,Auburn,3,55
